"Marke,Zulassung,PS,Kilometerstand,Preis"
"toyota,2007,129,""125,000km"",""$7,399"""
"ford,2004,131,""150,000km"",$800"
"ford,2003,0,""150,000km"",$999"
"opel,2014,0,""40,000km"",""$17,800"""
"fiat,2003,103,""125,000km"",""$2,650"""
"bmw,2012,184,""150,000km"",""$24,300"""
"fiat,2006,95,""125,000km"",""$3,300"""
"bmw,1996,102,""150,000km"",""$1,950"""
"volkswagen,2017,64,""20,000km"",$888"
"fiat,2007,160,""150,000km"",""$4,200"""
"renault,1999,0,""150,000km"",""$1,150"""
"chevrolet,2012,436,""30,000km"",""$56,500"""
"mazda,2003,80,""125,000km"",""$1,600"""
"volkswagen,1993,53,""150,000km"",""$1,200"""
"bmw,2000,102,""150,000km"",$750"
"volkswagen,2000,75,""150,000km"",""$1,850"""
"opel,2004,90,""80,000km"",""$4,800"""
"nissan,2004,65,""125,000km"",""$3,400"""
"peugeot,2007,68,""150,000km"",""$3,000"""
"bmw,1988,211,""150,000km"",""$1,800"""
"audi,2008,179,""150,000km"",""$11,900"""
"kia,2002,0,""150,000km"",$890"
"fiat,1998,0,""150,000km"",$200"
"porsche,2006,245,""40,000km"",""$26,300"""
"opel,2003,125,""150,000km"",""$2,950"""
"volkswagen,2013,140,""150,000km"",""$15,000"""
"ford,2000,116,""150,000km"",""$1,200"""
"volkswagen,1999,101,""150,000km"",""$1,600"""
"porsche,1989,160,""150,000km"",""$8,900"""
"nissan,2010,65,""40,000km"",""$5,200"""
"opel,2001,0,""100,000km"",""$2,400"""
"ford,2009,0,""80,000km"",""$4,500"""
"opel,1995,45,""150,000km"",$150"
"opel,1996,75,""100,000km"",""$1,600"""
"ford,2005,68,""150,000km"",""$3,150"""
"volkswagen,2015,140,""10,000km"",""$32,950"""
"toyota,1997,128,""150,000km"",""$2,900"""
"porsche,1967,160,""5,000km"",$0"
"fiat,2016,0,""125,000km"",$300"
"audi,2008,239,""150,000km"",""$16,700"""
"volkswagen,1999,116,""150,000km"",""$2,400"""
"volkswagen,2005,241,""150,000km"",""$8,500"""
"volkswagen,1994,115,""150,000km"",$350"
"volvo,2008,136,""125,000km"",""$6,950"""
"volkswagen,2006,224,""150,000km"",""$10,500"""
"fiat,2016,0,""150,000km"",$0"
"hyundai,2014,136,""40,000km"",""$22,490"""
"mercedes_benz,2003,0,""150,000km"",""$8,500"""
"volkswagen,2003,0,""150,000km"",""$3,699"""
"mercedes_benz,1996,231,""90,000km"",""$17,200"""
"mercedes_benz,2000,143,""150,000km"",""$3,500"""
"dacia,2012,75,""80,000km"",""$7,100"""
"hyundai,2002,75,""125,000km"",""$1,000"""
"audi,2012,245,""125,000km"",""$24,890"""
"ford,2007,136,""150,000km"",""$7,300"""
"peugeot,2003,75,""150,000km"",""$1,999"""
"renault,1997,60,""30,000km"",$50"
"chevrolet,1973,250,""150,000km"",""$1,200"""
"volkswagen,2002,105,""90,000km"",""$3,200"""
"volkswagen,1998,0,""150,000km"",$0"
"chrysler,2007,150,""100,000km"",""$5,200"""
"opel,2011,325,""125,000km"",""$19,990"""
"ford,2004,131,""150,000km"",""$1,400"""
"mitsubishi,1997,75,""150,000km"",$230"
"ford,2017,0,""150,000km"",""$2,250"""
"volkswagen,2009,239,""150,000km"",""$15,899"""
"volkswagen,1994,75,""150,000km"",""$1,450"""
"volkswagen,2016,131,""150,000km"",""$4,250"""
"ford,2001,90,""150,000km"",""$2,450"""
"volkswagen,2013,68,""30,000km"",""$7,900"""
"sonstige_autos,2000,0,""5,000km"",$0"
"honda,2000,75,""125,000km"",""$1,500"""
"audi,1995,90,""150,000km"",$350"
"audi,1996,150,""150,000km"",$400"
"peugeot,2003,109,""125,000km"",""$2,400"""
"mazda,2004,0,""150,000km"",""$3,000"""
"opel,2001,58,""150,000km"",$850"
"opel,1999,131,""150,000km"",$799"
"smart,2013,84,""30,000km"",""$8,995"""
"bmw,2009,235,""150,000km"",""$16,500"""
"audi,1999,110,""5,000km"",""$1,470"""
"bmw,2008,177,""150,000km"",""$11,800"""
"audi,2012,177,""100,000km"",""$18,299"""
"renault,1999,75,""150,000km"",""$1,350"""
"kia,2012,197,""150,000km"",""$12,850"""
"smart,2002,54,""125,000km"",""$1,599"""
"chrysler,2001,133,""100,000km"",""$2,000"""
"peugeot,2000,0,""150,000km"",$300"
"audi,2014,90,""20,000km"",""$18,499"""
"smart,2011,71,""50,000km"",""$7,300"""
"opel,2003,58,""150,000km"",""$1,500"""
"audi,1993,90,""150,000km"",""$1,000"""
"opel,1996,115,""100,000km"",$900"
"opel,2007,90,""125,000km"",""$4,750"""
"sonstige_autos,2000,0,""100,000km"",$500"
"volkswagen,1998,75,""150,000km"",""$3,100"""
"ford,1999,116,""150,000km"",""$1,600"""
"bmw,2011,204,""70,000km"",""$18,800"""
"citroen,2011,111,""60,000km"",""$9,850"""
"renault,2003,120,""150,000km"",""$1,190"""
"mercedes_benz,1996,136,""150,000km"",""$14,500"""
"volkswagen,2009,160,""150,000km"",""$8,990"""
"audi,1997,125,""150,000km"",$999"
"mini,2010,174,""80,000km"",""$13,990"""
"mercedes_benz,2009,170,""150,000km"",""$12,900"""
"volkswagen,2006,75,""150,000km"",""$3,699"""
"opel,2016,0,""150,000km"",""$1,000"""
"sonstige_autos,2007,260,""100,000km"",""$11,500"""
"mercedes_benz,2010,170,""125,000km"",""$16,800"""
"mercedes_benz,1998,136,""150,000km"",""$2,999"""
"audi,1994,116,""150,000km"",$600"
"bmw,2001,136,""150,000km"",""$1,200"""
"sonstige_autos,1990,0,""5,000km"",$0"
"opel,1999,0,""150,000km"",""$1,600"""
"volkswagen,2001,90,""150,000km"",""$5,000"""
"mercedes_benz,2005,150,""125,000km"",""$10,998"""
"audi,1997,125,""150,000km"",""$1,800"""
"fiat,2003,60,""150,000km"",""$1,250"""
"ford,2016,109,""150,000km"",""$2,800"""
"volkswagen,2011,105,""150,000km"",""$8,499"""
"bmw,2003,231,""150,000km"",""$5,800"""
"mercedes_benz,1999,125,""150,000km"",""$1,390"""
"ford,2008,140,""150,000km"",""$10,990"""
"bmw,2010,143,""125,000km"",""$13,490"""
"kia,1998,116,""150,000km"",$400"
"volkswagen,1998,75,""150,000km"",""$1,650"""
"volkswagen,1998,101,""150,000km"",$580"
"nissan,2001,82,""150,000km"",""$1,199"""
"ford,1995,50,""125,000km"",$649"
"daewoo,2003,83,""150,000km"",$730"
"bmw,2005,218,""150,000km"",""$6,500"""
"peugeot,1998,75,""150,000km"",$500"
"audi,2014,185,""20,000km"",""$21,999"""
"audi,2009,239,""150,000km"",""$5,500"""
"mercedes_benz,2001,224,""150,000km"",$0"
"ford,2000,115,""150,000km"",""$1,000"""
"bmw,2004,231,""150,000km"",""$12,000"""
"audi,2000,101,""150,000km"",""$2,950"""
"bmw,2016,90,""150,000km"",$0"
"toyota,2003,116,""150,000km"",""$4,555"""
"mazda,2009,173,""125,000km"",""$12,800"""
"opel,1997,116,""150,000km"",$450"
"suzuki,2006,129,""150,000km"",""$7,650"""
"suzuki,2005,92,""150,000km"",""$4,500"""
"opel,2005,101,""125,000km"",""$4,950"""
"mercedes_benz,2000,101,""150,000km"",""$1,250"""
"ford,2005,60,""125,000km"",$760"
"bmw,2008,286,""150,000km"",""$21,500"""
"smart,2007,61,""90,000km"",""$3,099"""
"bmw,1998,193,""150,000km"",""$3,100"""
"audi,2007,190,""150,000km"",""$12,990"""
"volkswagen,2009,150,""40,000km"",""$13,000"""
"opel,1999,75,""150,000km"",$650"
"volkswagen,1998,75,""150,000km"",""$1,200"""
"mitsubishi,2016,75,""150,000km"",$600"
"honda,2000,125,""5,000km"",$1"
"volkswagen,2005,200,""150,000km"",""$6,699"""
"ford,1999,0,""150,000km"",$750"
"volvo,1956,0,""100,000km"",$0"
"volkswagen,2017,150,""150,000km"",""$3,750"""
"volkswagen,2006,75,""150,000km"",""$4,999"""
"volkswagen,1999,102,""150,000km"",""$9,900"""
"volkswagen,1996,74,""5,000km"",$950"
"ford,2005,100,""150,000km"",""$1,500"""
"mercedes_benz,2003,110,""150,000km"",""$3,300"""
"volkswagen,2013,105,""40,000km"",""$15,500"""
"volkswagen,2000,75,""150,000km"",""$1,300"""
"seat,2012,75,""30,000km"",""$7,750"""
"volkswagen,2004,136,""150,000km"",""$3,000"""
"ford,2001,95,""150,000km"",""$1,100"""
"sonstige_autos,1999,75,""150,000km"",$299"
"peugeot,2005,109,""125,000km"",""$2,900"""
"volkswagen,1998,75,""60,000km"",""$3,199"""
"mercedes_benz,2013,224,""50,000km"",""$42,999"""
"mercedes_benz,2006,95,""125,000km"",""$5,200"""
"bmw,2002,116,""150,000km"",$790"
"volkswagen,1967,44,""100,000km"",""$7,200"""
"ford,2000,0,""90,000km"",$0"
"volkswagen,1992,95,""150,000km"",""$2,550"""
"audi,2008,0,""150,000km"",""$11,299"""
"opel,1998,101,""150,000km"",""$1,299"""
"toyota,2005,0,""150,000km"",""$3,200"""
"nissan,1996,75,""125,000km"",$500"
"volkswagen,2009,0,""50,000km"",""$10,500"""
"mercedes_benz,2003,109,""150,000km"",""$6,000"""
"volkswagen,2016,101,""150,000km"",""$3,850"""
"bmw,2009,143,""150,000km"",""$8,000"""
"kia,2004,65,""125,000km"",""$2,300"""
"volkswagen,2006,102,""150,000km"",""$4,700"""
"peugeot,2002,109,""150,000km"",$950"
"opel,2000,54,""150,000km"",$150"
"mazda,2000,110,""90,000km"",""$4,900"""
"seat,2001,60,""150,000km"",""$1,150"""
"mercedes_benz,2002,82,""150,000km"",""$1,580"""
"volkswagen,2005,200,""150,000km"",""$9,700"""
"volkswagen,2004,105,""150,000km"",""$4,950"""
"opel,1998,116,""150,000km"",$590"
"audi,2009,110,""70,000km"",""$11,000"""
"audi,2004,140,""150,000km"",""$7,450"""
"ford,2005,131,""150,000km"",""$6,600"""
"volkswagen,1999,75,""150,000km"",$0"
"fiat,2018,76,""150,000km"",""$7,750"""
"renault,2005,150,""150,000km"",""$3,100"""
"trabant,1976,0,""60,000km"",""$1,250"""
"audi,2011,239,""150,000km"",""$15,999"""
"mercedes_benz,2008,224,""150,000km"",""$14,300"""
"audi,2007,218,""150,000km"",""$10,499"""
"volkswagen,2007,131,""150,000km"",""$5,500"""
"mercedes_benz,2002,95,""150,000km"",""$1,150"""
"mercedes_benz,2003,143,""150,000km"",""$5,200"""
"mercedes_benz,2001,125,""150,000km"",""$3,300"""
"renault,1999,90,""150,000km"",$450"
"opel,1998,101,""150,000km"",$999"
"ford,2005,60,""150,000km"",$450"
"mini,2015,102,""5,000km"",""$17,695"""
"volkswagen,1999,110,""150,000km"",""$1,200"""
"opel,2009,150,""150,000km"",""$7,499"""
"ford,2004,70,""150,000km"",""$2,500"""
"opel,2001,147,""150,000km"",$700"
"mitsubishi,2000,81,""150,000km"",$699"
"opel,2007,80,""150,000km"",""$3,150"""
"bmw,2008,177,""150,000km"",""$11,200"""
"volkswagen,2009,110,""100,000km"",""$10,250"""
"volkswagen,2011,140,""150,000km"",""$10,350"""
"volkswagen,2005,101,""150,000km"",""$2,290"""
"renault,2001,0,""150,000km"",$950"
"volkswagen,2005,55,""150,000km"",""$1,750"""
"mercedes_benz,1999,225,""150,000km"",""$4,799"""
"ford,2006,116,""150,000km"",""$3,700"""
"fiat,2003,80,""5,000km"",$0"
"renault,2004,120,""150,000km"",""$1,750"""
"audi,2012,204,""150,000km"",""$19,998"""
"peugeot,2003,107,""150,000km"",""$1,999"""
"mercedes_benz,1997,122,""150,000km"",""$4,900"""
"volkswagen,1990,69,""125,000km"",$600"
"volkswagen,2006,140,""150,000km"",""$7,800"""
"opel,2005,90,""150,000km"",""$2,850"""
"volkswagen,2010,211,""150,000km"",""$12,000"""
"opel,2005,101,""80,000km"",$0"
"audi,1999,101,""5,000km"",""$1,000"""
"mercedes_benz,2004,122,""150,000km"",""$3,699"""
"ford,2007,0,""5,000km"",$0"
"seat,2005,64,""125,000km"",""$1,300"""
"bmw,2011,286,""125,000km"",""$23,900"""
"bmw,1999,102,""150,000km"",$500"
"volkswagen,2007,170,""125,000km"",""$11,500"""
"ford,2002,125,""5,000km"",$550"
"bmw,1995,150,""150,000km"",""$2,850"""
"mazda,2016,0,""150,000km"",$550"
"volkswagen,2017,102,""150,000km"",""$4,150"""
"opel,1999,54,""150,000km"",$590"
"volkswagen,1998,101,""150,000km"",""$1,000"""
"volkswagen,1997,75,""150,000km"",$700"
"volkswagen,1996,90,""150,000km"",""$1,050"""
"audi,2014,204,""40,000km"",""$33,900"""
"opel,2010,160,""100,000km"",""$6,000"""
"opel,1996,45,""150,000km"",$750"
"suzuki,1995,84,""150,000km"",$790"
"audi,1993,90,""150,000km"",$599"
"volkswagen,2003,54,""150,000km"",""$2,450"""
"volkswagen,2001,120,""150,000km"",$0"
"honda,2011,140,""40,000km"",""$10,999"""
"mercedes_benz,2010,517,""125,000km"",""$42,900"""
"volkswagen,2016,75,""150,000km"",$800"
"jeep,4500,0,""5,000km"",""$9,800"""
"ford,2017,50,""70,000km"",$750"
"chrysler,2000,116,""150,000km"",$999"
"audi,2007,230,""150,000km"",""$7,800"""
"mercedes_benz,2017,163,""150,000km"",""$3,000"""
"volkswagen,1999,60,""150,000km"",$690"
"volkswagen,1998,75,""150,000km"",$600"
"volkswagen,2003,105,""80,000km"",""$3,999"""
"sonstige_autos,2008,0,""30,000km"",$100"
"porsche,2012,315,""20,000km"",""$52,900"""
"audi,1998,101,""125,000km"",""$2,000"""
"opel,2000,0,""150,000km"",$380"
"opel,1998,75,""150,000km"",$700"
"mercedes_benz,2007,163,""90,000km"",""$15,900"""
"peugeot,2002,136,""80,000km"",""$4,300"""
"opel,2005,105,""100,000km"",""$3,850"""
"hyundai,2013,69,""10,000km"",""$5,900"""
"bmw,1994,102,""150,000km"",""$1,500"""
"bmw,1999,105,""100,000km"",""$2,100"""
"mercedes_benz,2009,231,""70,000km"",""$18,000"""
"volkswagen,1994,55,""150,000km"",""$1,250"""
"seat,2004,105,""150,000km"",""$3,600"""
"mitsubishi,2009,75,""90,000km"",""$3,999"""
"ford,2001,101,""150,000km"",""$2,850"""
"citroen,2017,88,""125,000km"",""$3,200"""
"fiat,1995,60,""150,000km"",$400"
"renault,2016,0,""70,000km"",""$6,450"""
"audi,1996,101,""150,000km"",""$1,500"""
"opel,1996,75,""150,000km"",$180"
"bmw,2012,184,""150,000km"",""$20,900"""
"volkswagen,2004,0,""20,000km"",""$3,990"""
"opel,2005,105,""150,000km"",""$4,800"""
"chrysler,2002,1,""100,000km"",$490"
"sonstige_autos,1990,58,""150,000km"",$650"
"opel,1998,136,""150,000km"",$0"
"mercedes_benz,2007,95,""150,000km"",""$5,999"""
"volkswagen,2004,105,""150,000km"",""$5,299"""
"hyundai,2010,184,""150,000km"",""$15,500"""
"smart,2009,45,""125,000km"",""$5,555"""
"volkswagen,2007,105,""150,000km"",""$5,500"""
"volkswagen,1985,0,""150,000km"",""$3,000"""
"mazda,2003,121,""150,000km"",""$1,200"""
"bmw,2016,122,""80,000km"",""$8,000"""
"audi,1999,370,""150,000km"",""$12,500"""
"audi,1985,0,""150,000km"",$150"
"opel,1997,70,""150,000km"",$490"
"bmw,1998,170,""150,000km"",""$4,500"""
"chevrolet,2002,360,""125,000km"",""$13,000"""
"volkswagen,2006,105,""150,000km"",""$4,300"""
"mercedes_benz,2001,354,""150,000km"",$0"
"ford,2005,155,""150,000km"",""$2,800"""
"volkswagen,2006,170,""150,000km"",""$8,250"""
"nissan,2012,131,""70,000km"",""$14,490"""
"kia,2004,0,""150,000km"",""$1,800"""
"citroen,2016,109,""150,000km"",""$1,250"""
"renault,2001,75,""125,000km"",""$1,400"""
"opel,2001,0,""20,000km"",""$2,650"""
"seat,2003,224,""150,000km"",""$6,900"""
"mercedes_benz,2005,163,""90,000km"",""$11,500"""
"mercedes_benz,2012,184,""40,000km"",""$24,500"""
"audi,2009,190,""150,000km"",""$12,699"""
"ford,2009,101,""125,000km"",""$999,999"""
"volkswagen,2008,131,""150,000km"",""$16,800"""
"smart,2009,71,""70,000km"",""$5,800"""
"audi,2009,211,""150,000km"",""$14,000"""
"jaguar,2007,258,""100,000km"",""$22,650"""
"seat,2002,64,""150,000km"",$0"
"volkswagen,2016,200,""150,000km"",""$6,600"""
"bmw,2010,0,""90,000km"",""$26,000"""
"audi,1999,150,""150,000km"",""$2,450"""
"renault,2002,58,""125,000km"",""$1,400"""
"mercedes_benz,2010,170,""125,000km"",""$23,650"""
"ford,1976,101,""50,000km"",""$7,600"""
"volkswagen,2004,140,""70,000km"",""$8,700"""
"volkswagen,1996,45,""150,000km"",$200"
"bmw,2006,231,""150,000km"",""$14,980"""
"ford,2005,145,""150,000km"",""$4,200"""
"volkswagen,2007,80,""150,000km"",""$5,399"""
"suzuki,1994,80,""150,000km"",""$2,500"""
"bmw,2015,326,""10,000km"",""$46,800"""
"opel,2002,75,""150,000km"",$799"
"peugeot,2002,109,""125,000km"",""$3,900"""
"renault,1998,58,""125,000km"",$300"
"volkswagen,2000,60,""150,000km"",$850"
"audi,1998,125,""125,000km"",""$6,490"""
"honda,2002,83,""125,000km"",""$2,500"""
"ford,2001,60,""150,000km"",$900"
"opel,1995,33,""150,000km"",$333"
"opel,1994,71,""150,000km"",$500"
"mercedes_benz,1998,136,""150,000km"",$500"
"bmw,1998,170,""150,000km"",""$1,099"""
"mercedes_benz,2005,0,""90,000km"",""$13,500"""
"bmw,2017,184,""150,000km"",""$4,300"""
"mazda,1997,115,""150,000km"",""$1,500"""
"ford,2004,0,""150,000km"",$650"
"peugeot,2017,90,""150,000km"",""$1,399"""
"mini,2013,184,""20,000km"",""$23,500"""
"opel,2006,125,""40,000km"",""$5,499"""
"mercedes_benz,2003,163,""125,000km"",""$5,950"""
"nissan,2007,141,""150,000km"",""$9,000"""
"mercedes_benz,2000,125,""150,000km"",""$1,650"""
"volkswagen,2006,170,""150,000km"",""$7,950"""
"bmw,2007,231,""150,000km"",""$14,500"""
"ford,2013,140,""60,000km"",""$18,599"""
"smart,2017,71,""30,000km"",""$4,900"""
"opel,2003,147,""125,000km"",""$3,750"""
"nissan,2002,94,""150,000km"",""$2,000"""
"opel,2000,0,""125,000km"",$170"
"bmw,2001,192,""150,000km"",""$2,499"""
"opel,1997,75,""125,000km"",$940"
"bmw,1996,116,""150,000km"",""$4,100"""
"opel,2003,102,""100,000km"",""$2,200"""
"audi,2016,330,""150,000km"",$0"
"mercedes_benz,2011,156,""70,000km"",""$17,700"""
"volkswagen,2014,211,""40,000km"",""$21,500"""
"smart,2017,54,""125,000km"",""$1,950"""
