year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,2,1,652,700,-8,820,850,-30,AA,305,N4YRAA,LGA,ORD,117,733,7,0,2013-02-01T12:00:00Z
2013,2,1,652,655,-3,946,927,19,B6,117,N646JB,JFK,MSY,186,1182,6,55,2013-02-01T11:00:00Z
2013,2,1,652,700,-8,803,807,-4,US,2163,N748UW,LGA,DCA,56,214,7,0,2013-02-01T12:00:00Z
2013,2,1,653,700,-7,1023,1045,-22,DL,1865,N713TW,JFK,SFO,349,2586,7,0,2013-02-01T12:00:00Z
2013,2,1,653,700,-7,758,807,-9,US,2116,N950UW,LGA,BOS,38,184,7,0,2013-02-01T12:00:00Z
2013,2,1,654,700,-6,950,952,-2,DL,2285,N322NB,LGA,MCO,153,950,7,0,2013-02-01T12:00:00Z
2013,2,1,654,700,-6,1032,1034,-2,DL,763,N709TW,JFK,LAX,350,2475,7,0,2013-02-01T12:00:00Z
2013,2,1,657,659,-2,1042,959,43,AA,1815,N5FMAA,JFK,MCO,170,944,6,59,2013-02-01T11:00:00Z
2013,2,1,657,705,-8,1027,1035,-8,VX,399,N626VA,JFK,LAX,356,2475,7,5,2013-02-01T12:00:00Z
2013,2,1,657,705,-8,920,940,-20,MQ,4534,N833MQ,LGA,XNA,180,1147,7,5,2013-02-01T12:00:00Z
2013,2,1,657,655,2,937,918,19,UA,1568,N34282,EWR,MSY,191,1167,6,55,2013-02-01T11:00:00Z
2013,2,1,658,700,-2,938,957,-19,B6,203,N516JB,JFK,LAS,314,2248,7,0,2013-02-01T12:00:00Z
2013,2,1,658,700,-2,1018,1027,-9,B6,671,N775JB,JFK,LAX,349,2475,7,0,2013-02-01T12:00:00Z
2013,2,1,658,700,-2,1026,1014,12,DL,1879,N371NW,LGA,FLL,183,1076,7,0,2013-02-01T12:00:00Z
2013,2,1,659,633,26,842,813,29,EV,4424,N16561,EWR,RDU,77,416,6,33,2013-02-01T11:00:00Z
2013,2,1,659,700,-1,800,815,-15,UA,1142,N77258,EWR,BOS,41,200,7,0,2013-02-01T12:00:00Z
2013,2,1,701,705,-4,1008,1015,-7,WN,3483,N243WN,EWR,HOU,223,1411,7,5,2013-02-01T12:00:00Z
2013,2,1,702,705,-3,1011,1002,9,B6,389,N804JB,LGA,MCO,156,950,7,5,2013-02-01T12:00:00Z
2013,2,1,703,705,-2,1035,1021,14,B6,981,N591JB,JFK,FLL,166,1069,7,5,2013-02-01T12:00:00Z
2013,2,1,703,705,-2,1020,1034,-14,UA,1655,N27733,EWR,SNA,359,2434,7,5,2013-02-01T12:00:00Z
2013,2,1,704,715,-11,1040,1040,0,UA,799,N557UA,JFK,SFO,358,2586,7,15,2013-02-01T12:00:00Z
2013,2,1,705,700,5,1030,1019,11,DL,2003,N920DE,LGA,MIA,175,1096,7,0,2013-02-01T12:00:00Z
2013,2,1,706,710,-4,1209,1203,6,B6,715,N508JB,JFK,SJU,204,1598,7,10,2013-02-01T12:00:00Z
2013,2,1,708,710,-2,851,850,1,MQ,3737,N526MQ,EWR,ORD,121,719,7,10,2013-02-01T12:00:00Z
2013,2,1,710,725,-15,1006,1035,-29,AS,11,N551AS,EWR,SEA,323,2402,7,25,2013-02-01T12:00:00Z
2013,2,1,710,720,-10,856,928,-32,DL,831,N922DL,LGA,DTW,80,502,7,20,2013-02-01T12:00:00Z
2013,2,1,710,700,10,836,836,0,UA,1162,N76265,EWR,ORD,120,719,7,0,2013-02-01T12:00:00Z
2013,2,1,711,720,-9,824,845,-21,FL,850,N891AT,LGA,MKE,112,738,7,20,2013-02-01T12:00:00Z
2013,2,1,712,715,-3,1045,1035,10,AA,825,N3HWAA,JFK,FLL,173,1069,7,15,2013-02-01T12:00:00Z
2013,2,1,712,705,7,1011,1000,11,UA,235,N411UA,EWR,MCO,154,937,7,5,2013-02-01T12:00:00Z
2013,2,1,714,630,44,913,845,28,EV,4471,N10156,EWR,CLT,97,529,6,30,2013-02-01T11:00:00Z
2013,2,1,715,700,15,840,839,1,UA,550,N473UA,LGA,ORD,119,733,7,0,2013-02-01T12:00:00Z
2013,2,1,720,615,65,929,820,69,US,1791,N712US,JFK,CLT,98,541,6,15,2013-02-01T11:00:00Z
2013,2,1,721,730,-9,1028,1040,-12,AA,2083,N482AA,EWR,DFW,223,1372,7,30,2013-02-01T12:00:00Z
2013,2,1,722,705,17,1040,1018,22,UA,298,N539UA,EWR,LAX,348,2454,7,5,2013-02-01T12:00:00Z
2013,2,1,723,730,-7,1055,1115,-20,VX,11,N839VA,JFK,SFO,358,2586,7,30,2013-02-01T12:00:00Z
2013,2,1,724,730,-6,1023,1045,-22,UA,10,N73283,LGA,IAH,215,1416,7,30,2013-02-01T12:00:00Z
2013,2,1,725,730,-5,941,1004,-23,DL,807,N324NB,EWR,ATL,120,746,7,30,2013-02-01T12:00:00Z
2013,2,1,726,730,-4,1032,1040,-8,AA,715,N4XVAA,LGA,DFW,229,1389,7,30,2013-02-01T12:00:00Z
2013,2,1,729,720,9,1018,1023,-5,UA,1724,N36247,EWR,PBI,154,1023,7,20,2013-02-01T12:00:00Z
2013,2,1,730,729,1,855,850,5,B6,1305,N216JB,JFK,IAD,55,228,7,29,2013-02-01T12:00:00Z
2013,2,1,730,731,-1,1048,1045,3,B6,1601,N607JB,LGA,RSW,182,1080,7,31,2013-02-01T12:00:00Z
2013,2,1,732,740,-8,915,927,-12,EV,4099,N13538,EWR,STL,142,872,7,40,2013-02-01T12:00:00Z
2013,2,1,732,715,17,1045,1027,18,UA,1299,N18223,EWR,RSW,176,1068,7,15,2013-02-01T12:00:00Z
2013,2,1,733,735,-2,1100,1047,13,B6,341,N556JB,JFK,SRQ,175,1041,7,35,2013-02-01T12:00:00Z
2013,2,1,735,740,-5,1030,1105,-35,DL,1889,N647DL,JFK,SEA,325,2422,7,40,2013-02-01T12:00:00Z
2013,2,1,738,745,-7,914,930,-16,AA,309,N4XYAA,LGA,ORD,121,733,7,45,2013-02-01T12:00:00Z
2013,2,1,738,645,53,946,920,26,UA,338,N466UA,LGA,DEN,227,1620,6,45,2013-02-01T11:00:00Z
2013,2,1,740,740,0,1042,1045,-3,UA,1179,N37277,EWR,TPA,162,997,7,40,2013-02-01T12:00:00Z
2013,2,1,740,745,-5,1220,1237,-17,UA,1481,N17104,EWR,SJU,204,1608,7,45,2013-02-01T12:00:00Z
2013,2,1,743,750,-7,921,940,-19,9E,3611,N805AY,JFK,PIT,71,340,7,50,2013-02-01T12:00:00Z
2013,2,1,745,600,105,900,724,96,EV,6055,N13978,LGA,IAD,50,229,6,0,2013-02-01T11:00:00Z
2013,2,1,745,753,-8,931,1007,-36,DL,2119,N330NW,LGA,MSP,146,1020,7,53,2013-02-01T12:00:00Z
2013,2,1,745,759,-14,1034,1115,-41,UA,1539,N17730,EWR,DFW,215,1372,7,59,2013-02-01T12:00:00Z
2013,2,1,746,745,1,855,922,-27,UA,560,N428UA,EWR,ORD,112,719,7,45,2013-02-01T12:00:00Z
2013,2,1,747,720,27,927,920,7,EV,4246,N11107,EWR,DTW,79,488,7,20,2013-02-01T12:00:00Z
2013,2,1,748,757,-9,855,910,-15,B6,44,N568JB,JFK,SYR,47,209,7,57,2013-02-01T12:00:00Z
2013,2,1,748,752,-4,1038,1058,-20,UA,451,N504UA,EWR,IAH,211,1400,7,52,2013-02-01T12:00:00Z
2013,2,1,751,755,-4,1006,1012,-6,9E,4023,N8884E,EWR,CVG,104,569,7,55,2013-02-01T12:00:00Z
2013,2,1,752,755,-3,902,930,-28,WN,3935,N436WN,LGA,MDW,113,725,7,55,2013-02-01T12:00:00Z
2013,2,1,752,800,-8,915,917,-2,US,2165,N766US,LGA,DCA,45,214,8,0,2013-02-01T13:00:00Z
2013,2,1,753,800,-7,850,908,-18,US,2118,N956UW,LGA,BOS,37,184,8,0,2013-02-01T13:00:00Z
2013,2,1,754,800,-6,1103,1124,-21,DL,2143,N347NW,JFK,MIA,169,1089,8,0,2013-02-01T13:00:00Z
2013,2,1,754,800,-6,1119,1125,-6,UA,397,N525UA,JFK,SFO,349,2586,8,0,2013-02-01T13:00:00Z
2013,2,1,755,800,-5,1104,1054,10,B6,517,N633JB,EWR,MCO,154,937,8,0,2013-02-01T13:00:00Z
2013,2,1,755,759,-4,1027,1039,-12,DL,2047,N664DN,LGA,ATL,122,762,7,59,2013-02-01T12:00:00Z
2013,2,1,756,747,9,1129,1126,3,B6,643,N789JB,JFK,SFO,369,2586,7,47,2013-02-01T12:00:00Z
2013,2,1,756,759,-3,1015,1011,4,US,1733,N556UW,LGA,CLT,108,544,7,59,2013-02-01T12:00:00Z
2013,2,1,757,800,-3,1125,1122,3,DL,1271,N972DL,JFK,FLL,175,1069,8,0,2013-02-01T13:00:00Z
2013,2,1,758,800,-2,1135,1140,-5,WN,1558,N715SW,EWR,PHX,318,2133,8,0,2013-02-01T13:00:00Z
2013,2,1,758,705,53,1023,943,40,UA,1485,N75854,EWR,LAS,299,2227,7,5,2013-02-01T12:00:00Z
2013,2,1,802,745,17,1125,1125,0,AA,59,N353AA,JFK,SFO,356,2586,7,45,2013-02-01T12:00:00Z
2013,2,1,803,803,0,1018,1025,-7,EV,4393,N16170,EWR,OMA,173,1134,8,3,2013-02-01T13:00:00Z
2013,2,1,805,810,-5,1034,1044,-10,FL,346,N966AT,LGA,ATL,126,762,8,10,2013-02-01T13:00:00Z
2013,2,1,805,805,0,1016,1029,-13,9E,3538,N914XJ,JFK,MSP,150,1029,8,5,2013-02-01T13:00:00Z
2013,2,1,805,805,0,1115,1113,2,B6,17,N625JB,JFK,FLL,168,1069,8,5,2013-02-01T13:00:00Z
2013,2,1,806,800,6,956,1011,-15,EV,4214,N12126,EWR,MSP,149,1008,8,0,2013-02-01T13:00:00Z
2013,2,1,806,815,-9,1001,958,3,9E,3521,N922XJ,JFK,ORD,123,740,8,15,2013-02-01T13:00:00Z
2013,2,1,806,810,-4,907,924,-17,B6,1172,N265JB,EWR,BOS,41,200,8,10,2013-02-01T13:00:00Z
2013,2,1,807,730,37,1134,1100,34,AA,33,N320AA,JFK,LAX,347,2475,7,30,2013-02-01T12:00:00Z
2013,2,1,809,812,-3,943,950,-7,B6,1051,N178JB,JFK,PIT,71,340,8,12,2013-02-01T13:00:00Z
2013,2,1,809,810,-1,1043,1042,1,DL,269,N369NB,JFK,ATL,124,760,8,10,2013-02-01T13:00:00Z
2013,2,1,809,815,-6,1058,1118,-20,DL,1429,N3747D,JFK,LAS,317,2248,8,15,2013-02-01T13:00:00Z
2013,2,1,809,815,-6,1008,1015,-7,US,675,N654AW,EWR,CLT,94,529,8,15,2013-02-01T13:00:00Z
2013,2,1,810,820,-10,943,939,4,9E,4051,N8943A,JFK,BWI,48,184,8,20,2013-02-01T13:00:00Z
2013,2,1,810,817,-7,1124,1127,-3,DL,1109,N325US,LGA,TPA,166,1010,8,17,2013-02-01T13:00:00Z
2013,2,1,811,800,11,910,917,-7,EV,4392,N27962,EWR,SYR,40,195,8,0,2013-02-01T13:00:00Z
2013,2,1,812,810,2,1303,1315,-12,AA,655,N5FTAA,JFK,STT,202,1623,8,10,2013-02-01T13:00:00Z
2013,2,1,812,815,-3,1126,1131,-5,DL,1167,N308DE,JFK,TPA,163,1005,8,15,2013-02-01T13:00:00Z
2013,2,1,814,817,-3,1030,1058,-28,DL,914,N342NW,LGA,DEN,232,1620,8,17,2013-02-01T13:00:00Z
2013,2,1,814,815,-1,1008,1010,-2,MQ,4490,N737MQ,LGA,CMH,82,479,8,15,2013-02-01T13:00:00Z
2013,2,1,815,810,5,1129,1116,13,DL,1959,N984DL,JFK,MCO,163,944,8,10,2013-02-01T13:00:00Z
2013,2,1,816,810,6,1023,1007,16,EV,4537,N16571,EWR,MEM,163,946,8,10,2013-02-01T13:00:00Z
2013,2,1,816,825,-9,950,945,5,MQ,4418,N736MQ,JFK,DCA,63,213,8,25,2013-02-01T13:00:00Z
2013,2,1,817,803,14,927,918,9,EV,4233,N13553,EWR,BTV,45,266,8,3,2013-02-01T13:00:00Z
2013,2,1,817,820,-3,1003,955,8,MQ,4655,N508MQ,LGA,BNA,125,764,8,20,2013-02-01T13:00:00Z
2013,2,1,819,819,0,1306,1307,-1,B6,717,N504JB,JFK,SJU,201,1598,8,19,2013-02-01T13:00:00Z
2013,2,1,819,825,-6,1033,1026,7,US,487,N675AW,JFK,CLT,105,541,8,25,2013-02-01T13:00:00Z
2013,2,1,820,759,21,914,909,5,EV,4457,N11551,EWR,MHT,38,209,7,59,2013-02-01T12:00:00Z
2013,2,1,820,810,10,1013,955,18,MQ,4406,N836MQ,JFK,RDU,83,427,8,10,2013-02-01T13:00:00Z
2013,2,1,821,700,81,1157,1015,102,AA,2279,N3BRAA,LGA,MIA,174,1096,7,0,2013-02-01T12:00:00Z
2013,2,1,823,755,28,1155,1110,45,AA,2267,N3CHAA,LGA,MIA,177,1096,7,55,2013-02-01T12:00:00Z
2013,2,1,824,828,-4,1115,1105,10,B6,611,N281JB,JFK,JAX,143,828,8,28,2013-02-01T13:00:00Z
2013,2,1,825,834,-9,1022,1039,-17,EV,4230,N17560,EWR,GRR,97,605,8,34,2013-02-01T13:00:00Z
2013,2,1,825,827,-2,1129,1140,-11,DL,2395,N354NW,LGA,PBI,168,1035,8,27,2013-02-01T13:00:00Z
2013,2,1,825,830,-5,934,950,-16,WN,369,N455WN,EWR,MDW,110,711,8,30,2013-02-01T13:00:00Z
2013,2,1,826,830,-4,1206,1154,12,UA,112,N19141,JFK,LAX,359,2475,8,30,2013-02-01T13:00:00Z
2013,2,1,827,830,-3,1026,1023,3,9E,4220,N8577D,JFK,RDU,83,427,8,30,2013-02-01T13:00:00Z
2013,2,1,827,830,-3,1008,1025,-17,AA,1855,N514AA,LGA,STL,143,888,8,30,2013-02-01T13:00:00Z
2013,2,1,827,830,-3,1315,1335,-20,DL,301,N633DL,JFK,SJU,197,1598,8,30,2013-02-01T13:00:00Z
2013,2,1,829,830,-1,1139,1146,-7,UA,1601,N73291,EWR,FLL,172,1065,8,30,2013-02-01T13:00:00Z
2013,2,1,830,645,105,942,757,105,EV,4241,N11140,EWR,DCA,54,199,6,45,2013-02-01T11:00:00Z
2013,2,1,832,835,-3,1104,1105,-1,MQ,4610,N520MQ,LGA,ATL,122,762,8,35,2013-02-01T13:00:00Z
2013,2,1,833,830,3,1058,1106,-8,F9,835,N203FR,LGA,DEN,233,1620,8,30,2013-02-01T13:00:00Z
2013,2,1,833,835,-2,1147,1150,-3,AA,717,N3ARAA,LGA,DFW,211,1389,8,35,2013-02-01T13:00:00Z
2013,2,1,834,630,124,952,800,112,EV,4560,N11536,EWR,PIT,57,319,6,30,2013-02-01T11:00:00Z
2013,2,1,835,840,-5,1022,1030,-8,MQ,4521,N713MQ,LGA,RDU,78,431,8,40,2013-02-01T13:00:00Z
2013,2,1,836,834,2,1405,1137,NA,UA,1117,N31412,EWR,MCO,NA,937,8,34,2013-02-01T13:00:00Z
2013,2,1,836,840,-4,1132,1143,-11,UA,1626,N73299,EWR,SAN,343,2425,8,40,2013-02-01T13:00:00Z
2013,2,1,837,715,82,1216,1045,91,AA,443,N642AA,JFK,MIA,168,1089,7,15,2013-02-01T12:00:00Z
2013,2,1,837,840,-3,1200,1204,-4,B6,553,N615JB,EWR,RSW,172,1068,8,40,2013-02-01T13:00:00Z
2013,2,1,838,840,-2,941,959,-18,UA,1289,N37290,EWR,BOS,40,200,8,40,2013-02-01T13:00:00Z
2013,2,1,840,845,-5,1049,1057,-8,US,1429,N708UW,LGA,CLT,105,544,8,45,2013-02-01T13:00:00Z
2013,2,1,841,845,-4,1003,1015,-12,9E,3405,N916XJ,JFK,DCA,49,213,8,45,2013-02-01T13:00:00Z
2013,2,1,841,807,34,1053,1010,43,B6,219,N239JB,JFK,CLT,103,541,8,7,2013-02-01T13:00:00Z
2013,2,1,842,850,-8,1102,1113,-11,EV,4376,N24128,EWR,XNA,173,1131,8,50,2013-02-01T13:00:00Z
2013,2,1,842,825,17,1147,1137,10,B6,181,N634JB,JFK,SAN,341,2446,8,25,2013-02-01T13:00:00Z
2013,2,1,843,829,14,955,955,0,EV,3259,N16546,EWR,PWM,50,284,8,29,2013-02-01T13:00:00Z
2013,2,1,844,850,-6,1024,1035,-11,MQ,4558,N711MQ,LGA,CLE,70,419,8,50,2013-02-01T13:00:00Z
2013,2,1,847,845,2,1022,1006,16,EV,4409,N14116,EWR,RIC,66,277,8,45,2013-02-01T13:00:00Z
2013,2,1,848,855,-7,1036,1102,-26,EV,4913,N607LR,EWR,DTW,76,488,8,55,2013-02-01T13:00:00Z
2013,2,1,850,855,-5,1045,1104,-19,9E,3353,N924XJ,JFK,DTW,86,509,8,55,2013-02-01T13:00:00Z
2013,2,1,851,900,-9,949,1020,-31,US,2120,N944UW,LGA,BOS,43,184,9,0,2013-02-01T14:00:00Z
2013,2,1,852,855,-3,1216,1217,-1,B6,1061,N258JB,JFK,AUS,237,1521,8,55,2013-02-01T13:00:00Z
2013,2,1,853,840,13,1044,1030,14,EV,4548,N12922,EWR,RDU,75,416,8,40,2013-02-01T13:00:00Z
2013,2,1,853,759,54,1103,1025,38,UA,429,N513UA,LGA,DEN,228,1620,7,59,2013-02-01T12:00:00Z
2013,2,1,853,900,-7,1006,1022,-16,US,2167,N745VJ,LGA,DCA,52,214,9,0,2013-02-01T14:00:00Z
2013,2,1,854,900,-6,1041,1116,-35,DL,181,N358NW,LGA,DTW,80,502,9,0,2013-02-01T14:00:00Z
2013,2,1,854,900,-6,1024,1039,-15,UA,544,N421UA,LGA,ORD,110,733,9,0,2013-02-01T14:00:00Z
2013,2,1,854,857,-3,1221,1209,12,UA,714,N474UA,EWR,MIA,164,1085,8,57,2013-02-01T13:00:00Z
2013,2,1,855,900,-5,1442,1540,-58,HA,51,N388HA,JFK,HNL,620,4983,9,0,2013-02-01T14:00:00Z
2013,2,1,856,905,-9,1025,1029,-4,B6,20,N353JB,JFK,ROC,55,264,9,5,2013-02-01T14:00:00Z
2013,2,1,856,857,-1,1144,1204,-20,UA,1430,N23707,EWR,IAH,205,1400,8,57,2013-02-01T13:00:00Z
2013,2,1,857,900,-3,1225,1227,-2,DL,120,N723TW,JFK,LAX,351,2475,9,0,2013-02-01T14:00:00Z
2013,2,1,857,859,-2,1131,1145,-14,DL,1747,N646DL,LGA,ATL,120,762,8,59,2013-02-01T13:00:00Z
2013,2,1,857,900,-3,1156,1205,-9,DL,1885,N349NW,LGA,MCO,159,950,9,0,2013-02-01T14:00:00Z
2013,2,1,857,905,-8,1105,1115,-10,MQ,4478,N730MQ,LGA,DTW,89,502,9,5,2013-02-01T14:00:00Z
